question,user_answer,total_selected,total_correct,total_responses,pct_selected,pct_correct,correct_answer
"Apple is buying more flair, swagger, and song-picking savvy with its $3 billion acquisition of Beats Electronics, a headphone and music streaming specialist founded by two famous rappers.",I don't know,202,0,202,1,0,founded by
Apple is going to spend $850 million on a solar energy project. The project will generate power for Apple's new headquarters in California.,(no article),14,0,190,0.074,0,The
Apple is going to spend $850 million on a solar energy project. The project will generate power for Apple's new headquarters in California.,A,34,0,190,0.179,0,
Apple is going to spend $850 million on a solar energy project. The project will generate power for Apple's new headquarters in California.,An,14,0,190,0.074,0,
Apple is going to spend $850 million on a solar energy project. The project will generate power for Apple's new headquarters in California.,The,117,117,190,0.616,1,
Apple is going to spend $850 million on a solar energy project. The project will generate power for Apple's new headquarters in California.,I don't know,11,0,190,0.058,0,
"As Mr. Adams languished in prison, some of his tormentors were caught wandering off the straight and narrow.",I don't know,26,0,202,0.129,0,wandering
"As Mr. Adams languished in prison, some of his tormentors were caught wandering off the straight and narrow.",to wander,26,0,202,0.129,0,
"As Mr. Adams languished in prison, some of his tormentors were caught wandering off the straight and narrow.",to wandering,21,0,202,0.104,0,
"As Mr. Adams languished in prison, some of his tormentors were caught wandering off the straight and narrow.",wander,13,0,202,0.064,0,
"As Mr. Adams languished in prison, some of his tormentors were caught wandering off the straight and narrow.",wandering,116,116,202,0.574,1,
"As an incentive to self-improvement and active participation, a few athletes selected by their team qualified for the award.",I don't know,202,0,202,1,0,their
"As explorers traipsed around the globe and discovered new places, they often had no idea what to call them, so they asked the locals.",among,13,0,202,0.064,0,around
"As explorers traipsed around the globe and discovered new places, they often had no idea what to call them, so they asked the locals.",around,123,123,202,0.609,1,
"As explorers traipsed around the globe and discovered new places, they often had no idea what to call them, so they asked the locals.",I don't know,17,0,202,0.084,0,
"As explorers traipsed around the globe and discovered new places, they often had no idea what to call them, so they asked the locals.",toward,42,0,202,0.208,0,
"As explorers traipsed around the globe and discovered new places, they often had no idea what to call them, so they asked the locals.",upon,7,0,202,0.035,0,
"As temperatures slowly rise up and down the eastern seaboard, it becomes harder and harder to deny that global warming is, in fact, a real issue.",I don't know,218,0,218,1,0,As
"As the US Federal Reserve has scaled back, or ""tapered"", its large-scale asset purchases, emerging markets have looked distinctly unstable.",I don't know,226,0,226,1,0,back
As the boys moved around the neighborhood they found new and undiscovered playgrounds.,among,13,0,218,0.06,0,around
As the boys moved around the neighborhood they found new and undiscovered playgrounds.,around,122,122,218,0.56,1,
As the boys moved around the neighborhood they found new and undiscovered playgrounds.,between,21,0,218,0.096,0,
As the boys moved around the neighborhood they found new and undiscovered playgrounds.,I don't know,25,0,218,0.115,0,
As the boys moved around the neighborhood they found new and undiscovered playgrounds.,upon,37,0,218,0.17,0,
"As traditional drugs lose their lure, novel ones are filling the gap in the market.",I don't know,202,0,202,1,0,As
At least 50 flooded homes in Queens caught fire and were destroyed. ,catch,26,0,274,0.095,0,caught
At least 50 flooded homes in Queens caught fire and were destroyed. ,catching,22,0,274,0.08,0,
At least 50 flooded homes in Queens caught fire and were destroyed. ,caught,164,164,274,0.599,1,
At least 50 flooded homes in Queens caught fire and were destroyed. ,I don't know,24,0,274,0.088,0,
At least 50 flooded homes in Queens caught fire and were destroyed. ,were caught,38,0,274,0.139,0,
"Beckloff noted that the children also have a close relationship with their 34-year-old cousin TJ Jackson, who was named temporary guardian last week.",I don't know,76,0,396,0.192,0,who
"Beckloff noted that the children also have a close relationship with their 34-year-old cousin TJ Jackson, who was named temporary guardian last week.",which,61,0,396,0.154,0,
"Beckloff noted that the children also have a close relationship with their 34-year-old cousin TJ Jackson, who was named temporary guardian last week.",who,184,184,396,0.465,1,
"Beckloff noted that the children also have a close relationship with their 34-year-old cousin TJ Jackson, who was named temporary guardian last week.",whom,28,0,396,0.071,0,
"Beckloff noted that the children also have a close relationship with their 34-year-old cousin TJ Jackson, who was named temporary guardian last week.",whose,47,0,396,0.119,0,
Break It Off compared quitting smoking to ____________.,being additcted to your phone,15,0,218,0.069,0,ending a relationship
Break It Off compared quitting smoking to ____________.,ending a relationship,82,82,218,0.376,1,
Break It Off compared quitting smoking to ____________.,helping other people,53,0,218,0.243,0,
Break It Off compared quitting smoking to ____________.,I don't know,30,0,218,0.138,0,
Break It Off compared quitting smoking to ____________.,using social media,38,0,218,0.174,0,
"Brewing, distilling, and winemaking are nearly universal activities, and folks will ferment just about anything.",I don't know,202,0,202,1,0,nearly
"By 1949, Wright had become a permanent resident in Paris, having left the United States two years earlier.",(no article),20,0,274,0.073,0,a
"By 1949, Wright had become a permanent resident in Paris, having left the United States two years earlier.",a,161,161,274,0.588,1,
"By 1949, Wright had become a permanent resident in Paris, having left the United States two years earlier.",an,33,0,274,0.12,0,
"By 1949, Wright had become a permanent resident in Paris, having left the United States two years earlier.",I don't know,18,0,274,0.066,0,
"By 1949, Wright had become a permanent resident in Paris, having left the United States two years earlier.",the,42,0,274,0.153,0,
"By late Thursday, the government said the toll from the tremor, the most powerful recorded here since 1934, had risen to 6,130 dead and 13,827 injured.",I don't know,35,0,218,0.161,0,risen
"By late Thursday, the government said the toll from the tremor, the most powerful recorded here since 1934, had risen to 6,130 dead and 13,827 injured.",rise,18,0,218,0.083,0,
"By late Thursday, the government said the toll from the tremor, the most powerful recorded here since 1934, had risen to 6,130 dead and 13,827 injured.",risen,80,80,218,0.367,1,
"By late Thursday, the government said the toll from the tremor, the most powerful recorded here since 1934, had risen to 6,130 dead and 13,827 injured.",rises,12,0,218,0.055,0,
"By late Thursday, the government said the toll from the tremor, the most powerful recorded here since 1934, had risen to 6,130 dead and 13,827 injured.",rising,73,0,218,0.335,0,
Clinton was excited as she accepted the first founders award.,(no article),29,0,445,0.065,0,the
Clinton was excited as she accepted the first founders award.,a,39,0,445,0.088,0,
Clinton was excited as she accepted the first founders award.,an,42,0,445,0.094,0,
Clinton was excited as she accepted the first founders award.,I don't know,71,0,445,0.16,0,
Clinton was excited as she accepted the first founders award.,the,264,264,445,0.593,1,
"Connecting everyday objects to networks, allowing them to send and receive data, is widely seen as the next major evolution of the Internet and one that may transform how many businesses operate and people live.",I don't know,218,0,218,1,0,widely
Connie Vincent seems ____________ about not working tomorrow.,angry,19,0,396,0.048,0,happy
Connie Vincent seems ____________ about not working tomorrow.,happy,167,167,396,0.422,1,
Connie Vincent seems ____________ about not working tomorrow.,I don't know,99,0,396,0.25,0,
Connie Vincent seems ____________ about not working tomorrow.,sad,56,0,396,0.141,0,
Connie Vincent seems ____________ about not working tomorrow.,surprised,55,0,396,0.139,0,
"Connie Vincent, a mail carrier, was already sweating as she began her rounds in the new residential neighborhood.",I don't know,29,0,274,0.106,0,sweating
"Connie Vincent, a mail carrier, was already sweating as she began her rounds in the new residential neighborhood.",sweat,48,0,274,0.175,0,
"Connie Vincent, a mail carrier, was already sweating as she began her rounds in the new residential neighborhood.",sweated,48,0,274,0.175,0,
"Connie Vincent, a mail carrier, was already sweating as she began her rounds in the new residential neighborhood.",sweating,123,123,274,0.449,1,
"Connie Vincent, a mail carrier, was already sweating as she began her rounds in the new residential neighborhood.",sweats,26,0,274,0.095,0,
Could I come over on a Thursday afternoon sometime?,a,98,98,218,0.45,1,a
